training_name	normalized_name	drugcomb_id	drugcomb_reference_name	mapping_status	match_type
Ceftiofur hydrochloride	ceftiofur hydrochloride	1563.0	Ceftiofur hydrochloride	mapped	exact
Celsentri (Maraviroc)	celsentri (maraviroc)	3544.0	Celsentri (Maraviroc)	mapped	exact
Cephaeline Hydrobromide	cephaeline hydrobromide	8394.0	Cephaeline Hydrobromide	mapped	exact
Cephalomannine	cephalomannine	1445.0	Cephalomannine	mapped	exact
Cerdulatinib	cerdulatinib	3713.0	Cerdulatinib	mapped	exact
Cetirizine dihydrochloride	cetirizine dihydrochloride	852.0	Cetirizine dihydrochloride	mapped	exact
Cetrimonium bromide	cetrimonium bromide	667.0	Cetrimonium bromide	mapped	exact
Cevimeline	cevimeline			ambiguous	ambiguous
Cevipabulin	cevipabulin	3934.0	Cevipabulin	mapped	exact
Cgs 21680	cgs 21680	2563.0	Cgs 21680	mapped	exact
Chelerythrine chloride	chelerythrine chloride	2103.0	Chelerythrine chloride	mapped	exact
Chidamide	chidamide	3844.0	Chidamide	mapped	exact
Chlorhexidine Base	chlorhexidine base	3190.0	Chlorhexidine Base	mapped	exact
Chloropyramine hydrochloride	chloropyramine hydrochloride	2755.0	Chloropyramine hydrochloride	mapped	exact
Chlorpheniramine maleate	chlorpheniramine maleate	1325.0	Chlorpheniramine maleate	mapped	exact
Chlorpromazine hydrochloride	chlorpromazine hydrochloride	686.0	Chlorpromazine hydrochloride	mapped	exact
Chlorquinaldol	chlorquinaldol	692.0	Chlorquinaldol	mapped	exact
Chrysophanol	chrysophanol	738.0	Chrysophanol	mapped	exact
Ciclesonide	ciclesonide	4100.0	Ciclesonide	mapped	exact
Ciclopirox olamine	ciclopirox olamine	815.0	Ciclopirox olamine	mapped	exact
Cidofovir	cidofovir	2638.0	Cidofovir	mapped	exact
Cilastatin	cilastatin	311.0	Cilastatin	mapped	exact
Cilengitide	cilengitide	1097.0	Cilengitide	mapped	exact
Ciliobrevin D	ciliobrevin d	3561.0	Ciliobrevin D	mapped	exact
Cilomilast	cilomilast	1057.0	Cilomilast	mapped	exact
Cinacalcet	cinacalcet	323.0	Cinacalcet	mapped	exact
Cinacalcet hydrochloride	cinacalcet hydrochloride	1066.0	Cinacalcet hydrochloride	mapped	exact
Cinaciguat	cinaciguat	4042.0	Cinaciguat	mapped	exact
Cinchonine dihydrochloride	cinchonine dihydrochloride	3957.0	Cinchonine dihydrochloride	mapped	exact
Cinchophen	cinchophen	712.0	Cinchophen	mapped	exact
Cipargamin	cipargamin	8331.0	Cipargamin	mapped	exact
Ciprofibrate	ciprofibrate	495.0	Ciprofibrate	mapped	exact
Cisatracurium besylate	cisatracurium besylate	251.0	Cisatracurium besylate	mapped	exact
Citarinostat	citarinostat	2318.0	Citarinostat	mapped	exact
Cl-F-araA	cl-f-araa	3065.0	Cl-F-araA	mapped	exact
Cladribine	cladribine	54.0	Cladribine	mapped	exact
Clascoterone	clascoterone	4079.0	Clascoterone	mapped	exact
Clemizole hydrochloride	clemizole hydrochloride	4166.0	Clemizole hydrochloride	mapped	exact
Clevidipine	clevidipine	1059.0	Clevidipine	mapped	exact
Clevudine	clevudine	979.0	Clevudine	mapped	exact
Climbazole	climbazole	814.0	Climbazole	mapped	exact
Clindamycin hydrochloride	clindamycin hydrochloride	1724.0	Clindamycin hydrochloride	mapped	exact
Clindamycin palmitate HCl	clindamycin palmitate hcl	1726.0	Clindamycin palmitate HCl	mapped	exact
Clofarabine	clofarabine	55.0	Clofarabine	mapped	exact
Clomifene citrate	clomifene citrate	1277.0	Clomifene citrate	mapped	exact
Clomipramine hydrochloride	clomipramine hydrochloride	931.0	Clomipramine hydrochloride	mapped	exact
Clopidogrel bisulfate	clopidogrel bisulfate	4091.0	Clopidogrel bisulfate	mapped	exact
Closantel	closantel	823.0	Closantel	mapped	exact
Closantel sodium	closantel sodium	2029.0	Closantel sodium	mapped	exact
Cloxacillin sodium	cloxacillin sodium			ambiguous	ambiguous
Co-V	co-v	408.0	Co-V	mapped	exact
Cobicistat	cobicistat	1862.0	Cobicistat	mapped	exact
Cobimetinib	cobimetinib	3730.0	Cobimetinib	mapped	exact
Cobimetinib (R-enantiomer)	cobimetinib (r-enantiomer)	3145.0	Cobimetinib (R-enantiomer)	mapped	exact
Coenzyme Q10	coenzyme q10	2899.0	Coenzyme Q10	mapped	exact
Combretastatin A4	combretastatin a4	2059.0	Combretastatin A4	mapped	exact
CompB	compb	2535.0	CompB	mapped	exact
Compound 120	compound 120	8387.0	Compound 120	mapped	exact
Conivaptan	conivaptan	3028.0	Conivaptan	mapped	exact
Conivaptan hydrochloride	conivaptan hydrochloride	1109.0	Conivaptan hydrochloride	mapped	exact
Copanlisib	copanlisib	2663.0	Copanlisib	mapped	exact
Cordycepin	cordycepin	3900.0	Cordycepin	mapped	exact
Costunolide	costunolide			ambiguous	ambiguous
Cot inhibitor-2	cot inhibitor-2	3535.0	Cot inhibitor-2	mapped	exact
Cpi-0610	cpi-0610	3885.0	Cpi-0610	mapped	exact
Crenigacestat	crenigacestat	3993.0	Crenigacestat	mapped	exact
Crenolanib	crenolanib	1602.0	Crenolanib	mapped	exact
Cridanimod	cridanimod	2598.0	Cridanimod	mapped	exact
Crizotinib	crizotinib	56.0	Crizotinib	mapped	exact
Cryptotanshinone	cryptotanshinone	1076.0	Cryptotanshinone	mapped	exact
Crystal violet	crystal violet	752.0	Crystal violet	mapped	exact
Cucurbitacin I	cucurbitacin i	3722.0	Cucurbitacin I	mapped	exact
Curcumol	curcumol	1712.0	Curcumol	mapped	exact
Cutamesine	cutamesine	3553.0	Cutamesine	mapped	exact
Cyclamic acid	cyclamic acid	705.0	Cyclamic acid	mapped	exact
Cyclizine 2HCl	cyclizine 2hcl	927.0	Cyclizine 2HCl	mapped	exact
Cyclobenzaprine hydrochloride	cyclobenzaprine hydrochloride	4135.0	Cyclobenzaprine hydrochloride	mapped	exact
Cyclocytidine hydrochloride	cyclocytidine hydrochloride	790.0	Cyclocytidine hydrochloride	mapped	exact
Cycloguanil	cycloguanil	242.0	Cycloguanil	mapped	exact
Cyclovirobuxine D	cyclovirobuxine d	2905.0	Cyclovirobuxine D	mapped	exact
Cyprodime	cyprodime	2897.0	Cyprodime	mapped	exact
Cysteamine hydrochloride	cysteamine hydrochloride	725.0	Cysteamine hydrochloride	mapped	exact
Cyt387	cyt387	1854.0	Cyt387	mapped	exact
D(+)-Glucose	d(+)-glucose	1013.0	D(+)-Glucose	mapped	exact
D-106669	d-106669	2661.0	D-106669	mapped	exact
D-Penicillamine	d-penicillamine	2903.0	D-Penicillamine	mapped	exact
D-Sorbitol	d-sorbitol	653.0	D-Sorbitol	mapped	exact
D-Xyl	d-xyl	1048.0	D-Xyl	mapped	exact
D-cycloserine	d-cycloserine	285.0	D-cycloserine	mapped	exact
D-mannitol	d-mannitol	687.0	D-mannitol	mapped	exact
DACTINOMYCIN	dactinomycin	59.0	DACTINOMYCIN	mapped	exact
DANOPREVIR	danoprevir	1632.0	DANOPREVIR	mapped	exact
DAPTOMYCIN	daptomycin			ambiguous	ambiguous
DASA-58	dasa-58	2277.0	DASA-58	mapped	exact
DB07268	db07268	2469.0	DB07268	mapped	exact
DBeQ	dbeq	1213.0	DBeQ	mapped	exact
DECAMETHONIUM BROMIDE	decamethonium bromide	750.0	DECAMETHONIUM BROMIDE	mapped	exact
DECOQUINATE	decoquinate	7540.0	DECOQUINATE	mapped	exact
DEFLAZACORT	deflazacort	1102.0	DEFLAZACORT	mapped	exact
DESONIDE	desonide	1381.0	DESONIDE	mapped	exact
DESOXYCORTICOSTERONE PIVALATE	desoxycorticosterone pivalate	128.0	DESOXYCORTICOSTERONE PIVALATE	mapped	exact
DETOMIDINE HYDROCHLORIDE	detomidine hydrochloride	854.0	DETOMIDINE HYDROCHLORIDE	mapped	exact
DEXCHLORPHENIRAMINE	dexchlorpheniramine	308.0	DEXCHLORPHENIRAMINE	mapped	exact
DEXMEDETOMIDINE	dexmedetomidine	131.0	DEXMEDETOMIDINE	mapped	exact
DICLAZURIL	diclazuril	1180.0	DICLAZURIL	mapped	exact
DIFLOXACIN HYDROCHLORIDE	difloxacin hydrochloride	855.0	DIFLOXACIN HYDROCHLORIDE	mapped	exact
DIPERODON HYDROCHLORIDE	diperodon hydrochloride	747.0	DIPERODON HYDROCHLORIDE	mapped	exact
DIPHEMANIL METHYLSULFATE	diphemanil methylsulfate	678.0	DIPHEMANIL METHYLSULFATE	mapped	exact
DIPHENHYDRAMINE HYDROCHLORIDE	diphenhydramine hydrochloride	721.0	DIPHENHYDRAMINE HYDROCHLORIDE	mapped	exact
DIPHENIDOL	diphenidol	155.0	DIPHENIDOL	mapped	exact
DIVALPROEX SODIUM	divalproex sodium	1785.0	DIVALPROEX SODIUM	mapped	exact
DIZOCILPINE	dizocilpine	1099.0	DIZOCILPINE	mapped	exact
DL-Carnitine hydrochloride	dl-carnitine hydrochloride	666.0	DL-Carnitine hydrochloride	mapped	exact
DMH2	dmh2	2316.0	DMH2	mapped	exact
DMXAA	dmxaa	1038.0	DMXAA	mapped	exact
DORZOLAMIDE HYDROCHLORIDE	dorzolamide hydrochloride	4134.0	DORZOLAMIDE HYDROCHLORIDE	mapped	exact
DOXOFYLLINE	doxofylline	839.0	DOXOFYLLINE	mapped	exact
DSSTox_CID_16760	dsstox_cid_16760	2052.0	DSSTox_CID_16760	mapped	exact
DSSTox_CID_20664	dsstox_cid_20664	3346.0	DSSTox_CID_20664	mapped	exact
DSSTox_CID_28582	dsstox_cid_28582	3580.0	DSSTox_CID_28582	mapped	exact
DSSTox_CID_31408	dsstox_cid_31408	2949.0	DSSTox_CID_31408	mapped	exact
DU-21220	du-21220	3366.0	DU-21220	mapped	exact
DULOXETINE HYDROCHLORIDE	duloxetine hydrochloride	869.0	DULOXETINE HYDROCHLORIDE	mapped	exact
Dabigatran	dabigatran	2885.0	Dabigatran	mapped	exact
Dabigatran etexilate mesylate	dabigatran etexilate mesylate	3450.0	Dabigatran etexilate mesylate	mapped	exact
Dabrafenib	dabrafenib	1899.0	Dabrafenib	mapped	exact
Dacinostat	dacinostat	1452.0	Dacinostat	mapped	exact
Daclatasvir	daclatasvir	1864.0	Daclatasvir	mapped	exact
Daclatasvir dihydrochloride	daclatasvir dihydrochloride	4165.0	Daclatasvir dihydrochloride	mapped	exact
Dacomitinib	dacomitinib	1661.0	Dacomitinib	mapped	exact
Daidzin	daidzin	4200.0	Daidzin	mapped	exact
Dalcetrapib	dalcetrapib	1486.0	Dalcetrapib	mapped	exact
Daminozide	daminozide	2737.0	Daminozide	mapped	exact
Danirixin	danirixin	3968.0	Danirixin	mapped	exact
Danusertib	danusertib	1650.0	Danusertib	mapped	exact
Dapagliflozin	dapagliflozin	1533.0	Dapagliflozin	mapped	exact
Dapagliflozin C-2 Epimer	dapagliflozin c-2 epimer	3289.0	Dapagliflozin C-2 Epimer	mapped	exact
Dapivirine	dapivirine	1108.0	Dapivirine	mapped	exact
Daporinad	daporinad	2232.0	Daporinad	mapped	exact
Dapoxetine	dapoxetine	2879.0	Dapoxetine	mapped	exact
Dapoxetine hydrochloride	dapoxetine hydrochloride	955.0	Dapoxetine hydrochloride	mapped	exact
Daprodustat	daprodustat	4054.0	Daprodustat	mapped	exact
Darifenacin hydrobromide	darifenacin hydrobromide	1163.0	Darifenacin hydrobromide	mapped	exact
Darinaparsin	darinaparsin	4272.0	Darinaparsin	mapped	exact
Darolutamide	darolutamide	4077.0	Darolutamide	mapped	exact
Darunavir	darunavir	2849.0	Darunavir	mapped	exact
Darunavir ethanolate	darunavir ethanolate	1807.0	Darunavir ethanolate	mapped	exact
Dasatinib	dasatinib	8.0	Dasatinib	mapped	exact
Debio 0932	debio 0932	3938.0	Debio 0932	mapped	exact
Decernotinib	decernotinib	2425.0	Decernotinib	mapped	exact
Decitabine	decitabine	61.0	Decitabine	mapped	exact
Defactinib	defactinib	3698.0	Defactinib	mapped	exact
Deferasirox	deferasirox	1421.0	Deferasirox	mapped	exact
Deferoxamine mesylate	deferoxamine mesylate	4063.0	Deferoxamine mesylate	mapped	exact
Deforolimus	deforolimus	20.0	Deforolimus	mapped	exact
Deguelin	deguelin	2085.0	Deguelin	mapped	exact
Dehydroepiandrosterone	dehydroepiandrosterone	662.0	Dehydroepiandrosterone	mapped	exact
Delanzomib	delanzomib	1830.0	Delanzomib	mapped	exact
Demecolcine	demecolcine	2624.0	Demecolcine	mapped	exact
Deoxyarbutin	deoxyarbutin	1694.0	Deoxyarbutin	mapped	exact
Derazantinib	derazantinib	3690.0	Derazantinib	mapped	exact
Desloratadine	desloratadine	1040.0	Desloratadine	mapped	exact
Desvenlafaxine	desvenlafaxine	1042.0	Desvenlafaxine	mapped	exact
Dexanabinol	dexanabinol	4198.0	Dexanabinol	mapped	exact
Dexrazoxane	dexrazoxane	62.0	Dexrazoxane	mapped	exact
Dexrazoxane hydrochloride	dexrazoxane hydrochloride	3927.0	Dexrazoxane hydrochloride	mapped	exact
Diacerein	diacerein	791.0	Diacerein	mapped	exact
Dibucaine hydrochloride	dibucaine hydrochloride	1188.0	Dibucaine hydrochloride	mapped	exact
Diclofenac diethylamine	diclofenac diethylamine	1028.0	Diclofenac diethylamine	mapped	exact
Diclofenac potassium	diclofenac potassium	1796.0	Diclofenac potassium	mapped	exact
Diclofenac sodium	diclofenac sodium	1295.0	Diclofenac sodium	mapped	exact
Diclofensine	diclofensine	2876.0	Diclofensine	mapped	exact
Dicloxacillin sodium	dicloxacillin sodium			ambiguous	ambiguous
Dicyclomine hydrochloride	dicyclomine hydrochloride	1142.0	Dicyclomine hydrochloride	mapped	exact
Dienogest	dienogest	947.0	Dienogest	mapped	exact
Dihydroartemisinin	dihydroartemisinin			ambiguous	ambiguous
Dihydromyricetin	dihydromyricetin	1079.0	Dihydromyricetin	mapped	exact
Diltiazem hydrochloride	diltiazem hydrochloride	883.0	Diltiazem hydrochloride	mapped	exact
Dimaprit Dihydrochloride	dimaprit dihydrochloride	994.0	Dimaprit Dihydrochloride	mapped	exact
Dimebolin	dimebolin	3581.0	Dimebolin	mapped	exact
Dimesna	dimesna	909.0	Dimesna	mapped	exact
Dimethyl fumarate	dimethyl fumarate	1194.0	Dimethyl fumarate	mapped	exact
Diminazene aceturate	diminazene aceturate	1371.0	Diminazene aceturate	mapped	exact
Dinaciclib	dinaciclib	10.0	Dinaciclib	mapped	exact
Dioscin	dioscin	1031.0	Dioscin	mapped	exact
Diosmetin	diosmetin	1334.0	Diosmetin	mapped	exact
Diphemanil	diphemanil	8358.0	Diphemanil	mapped	exact
Dirithromycin	dirithromycin	1456.0	Dirithromycin	mapped	exact
Disufenton sodium	disufenton sodium	1448.0	Disufenton sodium	mapped	exact
Docetaxolum	docetaxolum	8342.0	Docetaxolum	mapped	exact
Dofequidar	dofequidar	4187.0	Dofequidar	mapped	exact
Dofetilide	dofetilide	954.0	Dofetilide	mapped	exact
Dolastatin 10	dolastatin 10	3931.0	Dolastatin 10	mapped	exact
Dolutegravir	dolutegravir	1990.0	Dolutegravir	mapped	exact
Dopamine hydrochloride	dopamine hydrochloride	902.0	Dopamine hydrochloride	mapped	exact
Doramapimod	doramapimod	1067.0	Doramapimod	mapped	exact
Doripenem hydrate	doripenem hydrate	1192.0	Doripenem hydrate	mapped	exact
Dovitinib	dovitinib	1570.0	Dovitinib	mapped	exact
Dovitinib lactate	dovitinib lactate	1627.0	Dovitinib lactate	mapped	exact
Doxazosin mesylate	doxazosin mesylate	886.0	Doxazosin mesylate	mapped	exact
Doxercalciferol	doxercalciferol	1328.0	Doxercalciferol	mapped	exact
Doxorubicin (Adriamycin)	doxorubicin (adriamycin)	1956.0	Doxorubicin (Adriamycin)	mapped	exact
Doxorubicin Hydrochloride	doxorubicin hydrochloride	64.0	Doxorubicin Hydrochloride	mapped	exact
Doxycycline hyclate	doxycycline hyclate	1984.0	Doxycycline hyclate	mapped	exact
Doxycycline hydrochloride	doxycycline hydrochloride	1983.0	Doxycycline hydrochloride	mapped	exact
Doxylamine succinate	doxylamine succinate	757.0	Doxylamine succinate	mapped	exact
Dronedarone	dronedarone	172.0	Dronedarone	mapped	exact
Dronedarone hydrochloride	dronedarone hydrochloride	1112.0	Dronedarone hydrochloride	mapped	exact
Drospirenone	drospirenone	948.0	Drospirenone	mapped	exact
Droxinostat	droxinostat	1189.0	Droxinostat	mapped	exact
Dutasteride	dutasteride	191.0	Dutasteride	mapped	exact
Duvelisib	duvelisib	1951.0	Duvelisib	mapped	exact
Dyclonine hydrochloride	dyclonine hydrochloride	929.0	Dyclonine hydrochloride	mapped	exact
Dynamin Inhibitor I, Dynasore	dynamin inhibitor i,dynasore	1428.0	Dynamin Inhibitor I, Dynasore	mapped	exact
E7449	e7449	3893.0	E7449	mapped	exact
EAI045	eai045	3684.0	EAI045	mapped	exact
EBPC	ebpc	2226.0	EBPC	mapped	exact
EDOXABAN	edoxaban	1595.0	EDOXABAN	mapped	exact
EED226	eed226	3848.0	EED226	mapped	exact
EFLORNITHINE	eflornithine	310.0	EFLORNITHINE	mapped	exact
EFLORNITHINE HYDROCHLORIDE	eflornithine hydrochloride	2916.0	EFLORNITHINE HYDROCHLORIDE	mapped	exact
EHT-1864	eht-1864	2088.0	EHT-1864	mapped	exact
EHop-016	ehop-016	1953.0	EHop-016	mapped	exact
EL-102	el-102	4051.0	EL-102	mapped	exact
EMBELIN	embelin	507.0	EMBELIN	mapped	exact
EMD-534085	emd-534085	3935.0	EMD-534085	mapped	exact
EMD638683	emd638683	2314.0	EMD638683	mapped	exact
EMETINE	emetine	2844.0	EMETINE	mapped	exact
ENALAPRILAT DIHYDRATE	enalaprilat dihydrate	1470.0	ENALAPRILAT DIHYDRATE	mapped	exact
ENMD-2076	enmd-2076	1723.0	ENMD-2076	mapped	exact
ENMD-2076 L-(+)-Tartaric acid	enmd-2076 l-(+)-tartaric acid	2110.0	ENMD-2076 L-(+)-Tartaric acid	mapped	exact
ENOBOSARM	enobosarm	1638.0	ENOBOSARM	mapped	exact
ENTACAPONE	entacapone	196.0	ENTACAPONE	mapped	exact
EO 1428	eo 1428	2451.0	EO 1428	mapped	exact
EPIANDROSTERONE	epiandrosterone	1137.0	EPIANDROSTERONE	mapped	exact
EPROSARTAN MESYLATE	eprosartan mesylate	1359.0	EPROSARTAN MESYLATE	mapped	exact
EPZ-031686	epz-031686	3871.0	EPZ-031686	mapped	exact
EPZ004777	epz004777	3873.0	EPZ004777	mapped	exact
EPZ004777 hydrochloride	epz004777 hydrochloride	2028.0	EPZ004777 hydrochloride	mapped	exact
EPZ005687	epz005687	2023.0	EPZ005687	mapped	exact
EPZ011989	epz011989	3864.0	EPZ011989	mapped	exact
EPZ015666	epz015666	3874.0	EPZ015666	mapped	exact
EPZ015866	epz015866	2325.0	EPZ015866	mapped	exact
EPZ020411	epz020411	2487.0	EPZ020411	mapped	exact
ER819762	er819762	4092.0	ER819762	mapped	exact
ERASTIN	erastin	1619.0	ERASTIN	mapped	exact
ERGOSTEROL	ergosterol	1165.0	ERGOSTEROL	mapped	exact
ERK 11e	erk 11e	2935.0	ERK 11e	mapped	exact
ERYTHRITOL	erythritol	1114.0	ERYTHRITOL	mapped	exact
ETHYNODIOL DIACETATE	ethynodiol diacetate	726.0	ETHYNODIOL DIACETATE	mapped	exact
ETOMOXIR	etomoxir			ambiguous	ambiguous
ETONOGESTREL	etonogestrel	7905.0	ETONOGESTREL	mapped	exact
ETP-46464	etp-46464	2041.0	ETP-46464	mapped	exact
EUK 134	euk 134	1910.0	EUK 134	mapped	exact
EXEMESTANE	exemestane	69.0	EXEMESTANE	mapped	exact
Ecdysterone	ecdysterone	3285.0	Ecdysterone	mapped	exact
Econazole nitrate	econazole nitrate	936.0	Econazole nitrate	mapped	exact
Efaproxiral	efaproxiral	2609.0	Efaproxiral	mapped	exact
Efaproxiral sodium	efaproxiral sodium	1254.0	Efaproxiral sodium	mapped	exact
Ekb-568	ekb-568	3033.0	Ekb-568	mapped	exact
Elacestrant	elacestrant	4082.0	Elacestrant	mapped	exact
Elacridar	elacridar	2185.0	Elacridar	mapped	exact
Elafibranor	elafibranor	4030.0	Elafibranor	mapped	exact
Elagolix	elagolix	4069.0	Elagolix	mapped	exact
Elaiophylin	elaiophylin	1449.0	Elaiophylin	mapped	exact
Elesclomol	elesclomol	1119.0	Elesclomol	mapped	exact
Eletriptan hydrobromide	eletriptan hydrobromide	1200.0	Eletriptan hydrobromide	mapped	exact
Eliprodil	eliprodil	2241.0	Eliprodil	mapped	exact
Eloxatin (TN)	eloxatin (tn)	123.0	Eloxatin (TN)	mapped	exact
Eloxatin (TN) (Sanofi Synthelab)	eloxatin (tn) (sanofi synthelab)	409.0	Eloxatin (TN) (Sanofi Synthelab)	mapped	exact
Eltanexor	eltanexor	3964.0	Eltanexor	mapped	exact
Eltrombopag	eltrombopag	373.0	Eltrombopag	mapped	exact
Eltrombopag olamine	eltrombopag olamine	4214.0	Eltrombopag olamine	mapped	exact
Elvitegravir	elvitegravir	1298.0	Elvitegravir	mapped	exact
Emcyt (Pharmacia)	emcyt (pharmacia)	410.0	Emcyt (Pharmacia)	mapped	exact
Empagliflozin	empagliflozin	1697.0	Empagliflozin	mapped	exact
Empesertib	empesertib	2404.0	Empesertib	mapped	exact
Emricasan	emricasan	2820.0	Emricasan	mapped	exact
Emtricitabine	emtricitabine	875.0	Emtricitabine	mapped	exact
Enalapril maleate	enalapril maleate	1411.0	Enalapril maleate	mapped	exact
Enalaprilat	enalaprilat	213.0	Enalaprilat	mapped	exact
Enasidenib	enasidenib	2526.0	Enasidenib	mapped	exact
Encorafenib	encorafenib	3800.0	Encorafenib	mapped	exact
Endoxifen	endoxifen	219.0	Endoxifen	mapped	exact
Enrofloxacin	enrofloxacin	951.0	Enrofloxacin	mapped	exact
Entecavir	entecavir	3904.0	Entecavir	mapped	exact
Entecavir hydrate	entecavir hydrate	1725.0	Entecavir hydrate	mapped	exact
Entinostat	entinostat	567.0	Entinostat	mapped	exact
Entospletinib	entospletinib	3813.0	Entospletinib	mapped	exact
Entrectinib	entrectinib	2420.0	Entrectinib	mapped	exact
Enzalutamide	enzalutamide	1715.0	Enzalutamide	mapped	exact
Enzastaurin	enzastaurin	2117.0	Enzastaurin	mapped	exact
Epacadostat	epacadostat	4010.0	Epacadostat	mapped	exact
Epiblastin A	epiblastin a	3670.0	Epiblastin A	mapped	exact
Epinastine hydrochloride	epinastine hydrochloride	1068.0	Epinastine hydrochloride	mapped	exact
Epinephrine bitartrate	epinephrine bitartrate	657.0	Epinephrine bitartrate	mapped	exact
Epinephrine hydrochloride	epinephrine hydrochloride	1146.0	Epinephrine hydrochloride	mapped	exact
Epirubicin	epirubicin	124.0	Epirubicin	mapped	exact
Epirubicin hydrochloride	epirubicin hydrochloride	904.0	Epirubicin hydrochloride	mapped	exact
Episilvestrol	episilvestrol	3599.0	Episilvestrol	mapped	exact
Eplerenone	eplerenone	4186.0	Eplerenone	mapped	exact
Epothilone A	epothilone a	1175.0	Epothilone A	mapped	exact
Epothilone B	epothilone b	1172.0	Epothilone B	mapped	exact
Epothilone D	epothilone d	3929.0	Epothilone D	mapped	exact
Eptifibatide	eptifibatide	208.0	Eptifibatide	mapped	exact
Equol	equol	997.0	Equol	mapped	exact
Erdafitinib	erdafitinib	3687.0	Erdafitinib	mapped	exact
Erdosteine	erdosteine	910.0	Erdosteine	mapped	exact
Eribulin mesylate	eribulin mesylate	65.0	Eribulin mesylate	mapped	exact
Erlotinib	erlotinib	12.0	Erlotinib	mapped	exact
Erlotinib hydrochloride	erlotinib hydrochloride	66.0	Erlotinib hydrochloride	mapped	exact
Erteberel	erteberel	2552.0	Erteberel	mapped	exact
Escitalopram oxalate	escitalopram oxalate	1050.0	Escitalopram oxalate	mapped	exact
Esculin	esculin	1330.0	Esculin	mapped	exact
Esmolol hydrochloride	esmolol hydrochloride	1011.0	Esmolol hydrochloride	mapped	exact
Esomeprazole Sodium	esomeprazole sodium	3015.0	Esomeprazole Sodium	mapped	exact
Esreboxetine	esreboxetine	6707.0	Esreboxetine	mapped	exact
Estramustine phosphate sodium	estramustine phosphate sodium	67.0	Estramustine phosphate sodium	mapped	exact
Estrodienol	estrodienol	3231.0	Estrodienol	mapped	exact
Eszopiclone	eszopiclone	2841.0	Eszopiclone	mapped	exact
Etamsylate	etamsylate	775.0	Etamsylate	mapped	exact
Ethambutol dihydrochloride	ethambutol dihydrochloride	767.0	Ethambutol dihydrochloride	mapped	exact
Ethyl bromopyruvate	ethyl bromopyruvate	2964.0	Ethyl bromopyruvate	mapped	exact
Etofibrate	etofibrate	912.0	Etofibrate	mapped	exact
Etomidate	etomidate	304.0	Etomidate	mapped	exact
Etoricoxib	etoricoxib	4105.0	Etoricoxib	mapped	exact
Etrasimod	etrasimod	4074.0	Etrasimod	mapped	exact
Etravirine	etravirine	1103.0	Etravirine	mapped	exact
Evacetrapib	evacetrapib	1942.0	Evacetrapib	mapped	exact
Evobrutinib	evobrutinib	3643.0	Evobrutinib	mapped	exact
Evodiamine	evodiamine	1148.0	Evodiamine	mapped	exact
Exatecan	exatecan	3917.0	Exatecan	mapped	exact
Exherin	exherin	4067.0	Exherin	mapped	exact
Ezatiostat	ezatiostat	2229.0	Ezatiostat	mapped	exact
Ezetimibe	ezetimibe	187.0	Ezetimibe	mapped	exact
Ezetimibe glucuronide	ezetimibe glucuronide	264.0	Ezetimibe glucuronide	mapped	exact
Ezutromid	ezutromid	4120.0	Ezutromid	mapped	exact
FADROZOLE	fadrozole	2512.0	FADROZOLE	mapped	exact
FASN BI	fasn bi	3546.0	FASN BI	mapped	exact
FAZARABINE	fazarabine	3192.0	FAZARABINE	mapped	exact
FCCP	fccp	2613.0	FCCP	mapped	exact
FENRETINIDE	fenretinide	2170.0	FENRETINIDE	mapped	exact
FENTICONAZOLE	fenticonazole	3002.0	FENTICONAZOLE	mapped	exact
FENTICONAZOLE NITRATE	fenticonazole nitrate	843.0	FENTICONAZOLE NITRATE	mapped	exact
FEXOFENADINE HYDROCHLORIDE	fexofenadine hydrochloride	887.0	FEXOFENADINE HYDROCHLORIDE	mapped	exact
FG-2216	fg-2216	4061.0	FG-2216	mapped	exact
FGF401	fgf401	2299.0	FGF401	mapped	exact
FH535	fh535	4278.0	FH535	mapped	exact
FLT3-IN-1	flt3-in-1	3695.0	FLT3-IN-1	mapped	exact
FLUNIXIN MEGLUMINE	flunixin meglumine	817.0	FLUNIXIN MEGLUMINE	mapped	exact
FLUOCINOLONE ACETONIDE	fluocinolone acetonide	684.0	FLUOCINOLONE ACETONIDE	mapped	exact
FLUOROMETHOLONE ACETATE	fluorometholone acetate	1117.0	FLUOROMETHOLONE ACETATE	mapped	exact
FLUOXETINE HYDROCHLORIDE	fluoxetine hydrochloride	879.0	FLUOXETINE HYDROCHLORIDE	mapped	exact
FLUPHENAZINE	fluphenazine	3441.0	FLUPHENAZINE	mapped	exact
